payment_id,donation_id,processor,payment_status,processed_at,gross_amount,fee_amount,net_amount
2665,2947,stripe,captured,2025-12-27 04:39:22,10.45,0.6,9.85
2666,2948,stripe,captured,2025-06-20 04:08:55,25.32,1.03,24.29
2667,2949,stripe,captured,2025-03-30 17:07:49,24.27,1.0,23.27
2668,2950,stripe,captured,2025-01-12 22:39:16,20.33,0.89,19.44
2669,2951,stripe,captured,2025-02-24 02:22:33,17.85,0.82,17.03
2670,2952,paypal,captured,2025-09-16 03:42:23,108.4,3.44,104.96
2671,2953,stripe,captured,2025-09-16 22:28:09,15.78,0.76,15.02
2672,2954,paypal,captured,2025-07-08 23:20:30,33.37,1.27,32.1
2673,2957,paypal,captured,2025-08-02 12:05:56,20.2,0.89,19.31
2674,2958,stripe,captured,2025-12-07 10:49:15,5.14,0.45,4.69
2675,2959,stripe,refunded,2025-05-11 23:17:40,65.28,2.19,63.09
2676,2963,stripe,captured,2025-05-16 17:38:54,27.41,1.09,26.32
2677,2964,paypal,captured,2025-10-13 17:25:45,41.14,1.49,39.65
2678,2965,paypal,captured,2025-12-13 14:21:56,32.32,1.24,31.08
2679,2966,stripe,captured,2025-01-05 13:58:28,9.77,0.58,9.19
2680,2967,stripe,captured,2025-07-11 16:41:02,93.57,3.01,90.56
2681,2968,paypal,captured,2025-04-11 02:53:15,24.42,1.01,23.41
2682,2969,paypal,captured,2025-04-01 06:53:36,30.54,1.19,29.35
2683,2970,stripe,captured,2025-05-22 13:04:12,30.89,1.2,29.69
2684,2971,stripe,captured,2025-05-14 09:03:44,25.01,1.03,23.98
2685,2972,paypal,captured,2025-10-11 10:00:42,49.98,1.75,48.23
2686,2973,stripe,captured,2025-07-07 14:21:50,27.72,1.1,26.62
2687,2974,stripe,captured,2025-07-31 22:37:52,19.88,0.88,19.0
2688,2975,paypal,captured,2025-02-23 04:25:59,21.51,0.92,20.59
2689,2976,stripe,refunded,2025-02-10 21:07:24,113.31,3.59,109.72
2690,2977,stripe,captured,2025-02-26 16:40:25,31.42,1.21,30.21
2691,2978,venmo,captured,2025-03-01 22:02:57,109.94,3.49,106.45
2692,2979,paypal,captured,2025-07-20 00:11:03,13.94,0.7,13.24
2693,2980,stripe,captured,2025-03-24 17:27:56,17.88,0.82,17.06
2694,2981,stripe,captured,2025-06-15 02:46:51,20.36,0.89,19.47
2695,2982,paypal,captured,2025-08-18 12:09:09,28.06,1.11,26.95
2696,2983,stripe,captured,2025-11-05 20:10:20,16.92,0.79,16.13
2697,2984,stripe,captured,2025-04-29 22:04:36,27.04,1.08,25.96
2698,2985,stripe,captured,2025-08-27 23:48:37,35.2,1.32,33.88
2699,2987,stripe,captured,2025-11-25 10:52:43,10.23,0.6,9.63
2700,2988,stripe,captured,2025-10-03 16:15:06,63.0,2.13,60.87
2701,2989,stripe,captured,2025-08-23 00:00:50,54.11,1.87,52.24
2702,2990,stripe,captured,2025-01-18 19:49:14,13.74,0.7,13.04
2703,2991,stripe,captured,2025-09-12 08:07:47,15.95,0.76,15.19
2704,2992,stripe,captured,2025-09-02 10:33:12,39.92,1.46,38.46
2705,2993,paypal,captured,2025-02-20 05:24:28,18.1,0.82,17.28
2706,2994,stripe,captured,2025-12-04 03:10:38,89.73,2.9,86.83
2707,2995,paypal,captured,2025-05-25 03:51:51,29.81,1.16,28.65
2708,2996,stripe,captured,2025-10-07 19:46:50,11.38,0.63,10.75
2709,2998,stripe,captured,2025-08-09 04:18:55,9.1,0.56,8.54
2710,2999,paypal,captured,2025-02-26 21:42:22,27.55,1.1,26.45
2711,3000,stripe,captured,2025-07-25 05:37:20,28.62,1.13,27.49
2712,3001,stripe,captured,2025-01-02 22:52:52,45.16,1.61,43.55
2713,3002,stripe,captured,2025-08-18 11:07:43,82.29,2.69,79.6
2714,3003,stripe,captured,2025-05-24 01:28:21,30.26,1.18,29.08
2715,3004,stripe,captured,2025-08-09 22:14:53,82.58,2.69,79.89
2716,3005,stripe,captured,2025-02-09 22:07:09,16.72,0.78,15.94
2717,3007,stripe,captured,2025-11-13 09:47:52,56.52,1.94,54.58
2718,3008,stripe,captured,2025-08-26 10:07:09,53.5,1.85,51.65
2719,3009,stripe,captured,2025-03-07 12:26:49,36.69,1.36,35.33
2720,3010,stripe,captured,2025-03-19 13:36:57,51.68,1.8,49.88
2721,3011,paypal,captured,2025-12-20 05:03:17,5.0,0.44,4.56
2722,3012,stripe,captured,2025-03-19 15:55:10,20.58,0.9,19.68
2723,3013,venmo,captured,2025-11-03 18:46:36,73.34,2.43,70.91
2724,3015,stripe,refunded,2025-10-30 17:09:20,50.42,1.76,48.66
2725,3016,paypal,captured,2025-04-02 16:21:33,240.36,7.27,233.09
2726,3017,stripe,captured,2025-06-01 03:53:15,67.89,2.27,65.62
2727,3018,stripe,captured,2025-12-11 13:46:14,22.46,0.95,21.51
2728,3019,stripe,captured,2025-07-04 17:10:58,7.29,0.51,6.78
2729,3020,paypal,captured,2025-02-04 03:58:46,53.13,1.84,51.29
2730,3021,stripe,refunded,2025-12-06 10:15:28,5.94,0.47,5.47
2731,3022,stripe,captured,2025-03-30 15:26:18,15.93,0.76,15.17
2732,3023,paypal,refunded,2025-05-31 23:36:29,16.57,0.78,15.79
2733,3024,stripe,captured,2025-09-07 06:00:23,27.21,1.09,26.12
2734,3026,stripe,captured,2025-04-08 08:13:09,15.03,0.74,14.29
2735,3027,paypal,captured,2025-04-08 04:40:01,69.56,2.32,67.24
2736,3028,paypal,captured,2025-11-08 11:10:00,93.19,3.0,90.19
2737,3029,venmo,captured,2025-06-05 16:07:13,24.69,1.02,23.67
2738,3030,stripe,captured,2025-09-22 02:04:37,70.63,2.35,68.28
2739,3031,stripe,captured,2025-10-09 03:55:37,17.25,0.8,16.45
2740,3032,stripe,captured,2025-06-22 21:25:55,13.08,0.68,12.4
2741,3033,stripe,captured,2025-08-21 05:45:03,71.13,2.36,68.77
2742,3034,stripe,refunded,2025-10-11 15:29:01,37.07,1.38,35.69
2743,3036,stripe,captured,2025-12-24 08:44:03,130.65,4.09,126.56
2744,3037,stripe,captured,2025-01-02 22:04:47,51.07,1.78,49.29
2745,3038,venmo,captured,2025-09-01 23:00:42,204.76,6.24,198.52
2746,3039,stripe,captured,2025-04-28 05:15:40,32.28,1.24,31.04
2747,3040,stripe,captured,2025-11-05 09:37:03,100.41,3.21,97.2
2748,3041,stripe,captured,2025-02-05 15:38:42,28.76,1.13,27.63
2749,3042,stripe,captured,2025-05-22 01:38:06,11.91,0.65,11.26
2750,3044,stripe,captured,2025-06-29 23:56:07,29.09,1.14,27.95
2751,3045,stripe,captured,2025-06-29 00:53:48,157.48,4.87,152.61
2752,3046,paypal,captured,2025-01-02 09:20:04,47.04,1.66,45.38
2753,3047,stripe,captured,2025-03-01 04:09:04,64.16,2.16,62.0
2754,3048,stripe,captured,2025-09-28 10:57:11,8.54,0.55,7.99
2755,3049,stripe,captured,2025-05-02 22:43:30,53.52,1.85,51.67
2756,3050,stripe,captured,2025-10-20 05:33:55,28.32,1.12,27.2
2757,3051,stripe,captured,2025-07-29 08:29:28,16.11,0.77,15.34
2758,3052,paypal,captured,2025-01-10 16:10:05,92.17,2.97,89.2
2759,3053,stripe,captured,2025-04-07 05:48:52,10.65,0.61,10.04
2760,3054,stripe,captured,2025-01-12 01:33:47,39.81,1.45,38.36
2761,3055,stripe,captured,2025-07-07 05:10:07,18.33,0.83,17.5
2762,3056,stripe,captured,2025-07-22 12:50:47,37.29,1.38,35.91
2763,3058,stripe,captured,2025-10-31 16:35:14,25.93,1.05,24.88
2764,3060,stripe,captured,2025-05-11 02:26:07,13.91,0.7,13.21
2765,3061,paypal,captured,2025-12-09 14:13:27,68.15,2.28,65.87
2766,3062,stripe,captured,2025-06-13 20:15:40,51.04,1.78,49.26
2767,3063,stripe,captured,2025-03-25 05:11:32,13.6,0.69,12.91
2768,3064,paypal,captured,2025-12-07 04:35:06,92.68,2.99,89.69
2769,3065,stripe,captured,2025-12-05 00:42:10,55.08,1.9,53.18
2770,3066,stripe,captured,2025-04-09 16:58:47,32.51,1.24,31.27
2771,3067,venmo,captured,2025-10-25 08:02:32,9.61,0.58,9.03
2772,3068,stripe,captured,2025-08-22 13:46:28,17.88,0.82,17.06
2773,3069,stripe,captured,2025-03-18 18:25:52,6.62,0.49,6.13
2774,3070,stripe,captured,2025-09-17 14:02:32,34.6,1.3,33.3
2775,3071,stripe,captured,2025-03-12 07:24:55,58.99,2.01,56.98
2776,3072,venmo,captured,2025-08-10 15:00:36,16.8,0.79,16.01
2777,3073,stripe,captured,2025-02-09 04:01:54,30.11,1.17,28.94
2778,3074,paypal,captured,2025-05-20 03:22:36,66.29,2.22,64.07
2779,3075,paypal,captured,2025-04-04 14:31:09,18.19,0.83,17.36
2780,3076,stripe,captured,2025-10-01 01:27:36,46.81,1.66,45.15
2781,3077,venmo,captured,2025-08-29 16:18:07,161.36,4.98,156.38
2782,3078,stripe,captured,2025-05-21 03:28:31,54.0,1.87,52.13
2783,3079,stripe,captured,2025-11-12 03:30:51,13.13,0.68,12.45
2784,3080,stripe,captured,2025-11-29 18:45:32,29.37,1.15,28.22
2785,3081,paypal,captured,2025-03-20 08:36:38,53.47,1.85,51.62
2786,3082,stripe,captured,2025-04-10 04:38:19,44.69,1.6,43.09
2787,3083,paypal,captured,2025-08-26 20:04:10,12.7,0.67,12.03
2788,3084,stripe,captured,2025-12-02 15:25:59,42.55,1.53,41.02
2789,3085,stripe,captured,2025-04-09 11:04:31,25.28,1.03,24.25
2790,3086,stripe,captured,2025-07-24 14:25:38,20.82,0.9,19.92
2791,3087,stripe,captured,2025-03-03 16:24:21,46.64,1.65,44.99
2792,3088,venmo,captured,2025-07-04 06:59:39,122.85,3.86,118.99
2793,3089,venmo,captured,2025-04-14 08:13:02,16.5,0.78,15.72
2794,3090,paypal,captured,2025-03-08 06:50:27,43.04,1.55,41.49
2795,3091,stripe,captured,2025-04-04 00:18:36,28.09,1.11,26.98
2796,3092,venmo,captured,2025-10-23 11:06:26,48.81,1.72,47.09
2797,3093,stripe,captured,2025-07-10 09:27:31,32.64,1.25,31.39
2798,3095,stripe,captured,2025-04-21 19:17:56,18.3,0.83,17.47
2799,3096,stripe,captured,2025-02-19 15:56:07,43.34,1.56,41.78
2800,3097,stripe,captured,2025-08-09 11:03:48,33.25,1.26,31.99
2801,3098,stripe,captured,2025-11-25 21:05:05,49.25,1.73,47.52
2802,3099,stripe,captured,2025-01-14 09:51:02,8.36,0.54,7.82
2803,3101,paypal,captured,2025-09-12 13:48:58,92.99,3.0,89.99
2804,3102,stripe,captured,2025-03-01 20:06:35,33.84,1.28,32.56
2805,3103,stripe,captured,2025-10-08 04:14:59,50.83,1.77,49.06
2806,3104,stripe,refunded,2025-08-09 02:42:42,65.43,2.2,63.23
2807,3105,paypal,captured,2025-04-27 02:59:10,25.93,1.05,24.88
2808,3106,stripe,captured,2025-03-18 14:00:07,36.08,1.35,34.73
2809,3107,venmo,captured,2025-07-31 23:36:57,44.18,1.58,42.6
2810,3108,stripe,captured,2025-10-11 19:42:09,19.71,0.87,18.84
2811,3109,stripe,captured,2025-01-19 10:19:43,33.44,1.27,32.17
2812,3110,paypal,captured,2025-09-17 02:27:02,5.96,0.47,5.49
2813,3111,stripe,captured,2025-09-05 22:15:21,18.18,0.83,17.35
2814,3112,paypal,captured,2025-06-18 21:29:27,96.72,3.1,93.62
2815,3113,venmo,captured,2025-09-03 14:53:24,40.82,1.48,39.34
2816,3114,stripe,captured,2025-10-30 16:58:55,15.85,0.76,15.09
2817,3115,stripe,captured,2025-11-22 02:15:18,11.17,0.62,10.55
2818,3117,stripe,captured,2025-12-25 09:18:32,17.09,0.8,16.29
2819,3118,paypal,refunded,2025-05-16 21:13:32,20.12,0.88,19.24
2820,3120,stripe,captured,2025-09-22 05:03:32,15.41,0.75,14.66
2821,3121,paypal,captured,2025-10-29 22:39:47,40.49,1.47,39.02
2822,3122,stripe,captured,2025-12-12 22:02:58,30.65,1.19,29.46
2823,3123,stripe,captured,2025-07-16 19:29:18,11.73,0.64,11.09
2824,3124,stripe,captured,2025-03-31 05:32:46,31.19,1.2,29.99
2825,3125,stripe,captured,2025-03-10 09:54:27,38.9,1.43,37.47
2826,3126,stripe,captured,2025-05-25 03:30:50,12.86,0.67,12.19
2827,3127,stripe,captured,2025-07-24 14:41:55,45.46,1.62,43.84
2828,3128,venmo,captured,2025-02-10 04:59:56,52.33,1.82,50.51
2829,3130,stripe,captured,2025-03-18 01:33:49,44.18,1.58,42.6
2830,3131,stripe,refunded,2025-08-14 12:53:50,36.01,1.34,34.67
2831,3132,stripe,captured,2025-05-25 12:50:33,22.76,0.96,21.8
2832,3133,paypal,refunded,2025-03-17 01:58:04,24.35,1.01,23.34
2833,3134,paypal,captured,2025-03-19 07:14:39,41.08,1.49,39.59
2834,3135,stripe,captured,2025-07-13 00:28:04,18.68,0.84,17.84
2835,3136,stripe,captured,2025-01-11 14:10:24,47.59,1.68,45.91
2836,3137,stripe,captured,2025-04-08 23:29:32,15.77,0.76,15.01
2837,3139,stripe,captured,2025-07-03 05:41:48,10.71,0.61,10.1
2838,3141,stripe,captured,2025-02-22 13:47:01,33.82,1.28,32.54
2839,3142,venmo,captured,2025-12-14 10:52:32,6.27,0.48,5.79
2840,3144,stripe,captured,2025-08-21 01:36:53,28.0,1.11,26.89
2841,3145,paypal,captured,2025-06-18 22:12:29,135.49,4.23,131.26
2842,3148,paypal,refunded,2025-06-25 11:13:58,17.49,0.81,16.68
2843,3150,stripe,captured,2025-01-27 00:35:34,21.4,0.92,20.48
2844,3151,stripe,captured,2025-06-21 19:45:44,29.13,1.14,27.99
2845,3152,stripe,captured,2025-07-27 19:18:25,18.78,0.84,17.94
2846,3153,venmo,refunded,2025-12-13 02:14:10,47.3,1.67,45.63
2847,3154,stripe,captured,2025-04-29 23:57:42,21.94,0.94,21.0
2848,3155,stripe,captured,2025-12-16 20:14:23,73.13,2.42,70.71
2849,3156,stripe,captured,2025-03-28 00:35:49,15.53,0.75,14.78
2850,3157,paypal,captured,2025-08-22 17:15:41,54.43,1.88,52.55
2851,3158,stripe,captured,2025-07-12 10:33:04,140.38,4.37,136.01
2852,3160,venmo,captured,2025-03-10 21:39:18,15.07,0.74,14.33
2853,3161,venmo,captured,2025-07-03 19:35:11,75.34,2.48,72.86
2854,3162,stripe,captured,2025-10-15 17:37:37,5.07,0.45,4.62
2855,3163,stripe,captured,2025-09-19 20:04:19,8.63,0.55,8.08
2856,3164,paypal,captured,2025-02-25 18:56:22,48.45,1.71,46.74
2857,3165,stripe,captured,2025-03-07 09:52:19,42.52,1.53,40.99
2858,3167,stripe,captured,2025-08-31 08:47:24,20.31,0.89,19.42
2859,3168,paypal,captured,2025-06-17 21:45:14,12.27,0.66,11.61
2860,3169,paypal,captured,2025-04-19 15:38:16,7.06,0.5,6.56
2861,3170,venmo,captured,2025-08-31 22:04:20,15.04,0.74,14.3
2862,3171,venmo,captured,2025-01-18 14:43:14,50.41,1.76,48.65
2863,3172,stripe,captured,2025-04-11 20:20:37,59.64,2.03,57.61
2864,3173,stripe,captured,2025-03-07 10:17:55,37.99,1.4,36.59
2865,3174,stripe,captured,2025-05-29 02:52:08,35.05,1.32,33.73
2866,3176,venmo,captured,2025-08-25 13:49:29,92.32,2.98,89.34
2867,3177,stripe,captured,2025-04-07 05:38:36,63.76,2.15,61.61
2868,3178,stripe,captured,2025-12-13 13:50:01,75.54,2.49,73.05
2869,3180,stripe,captured,2025-04-03 20:19:58,43.93,1.57,42.36
2870,3182,paypal,captured,2025-11-23 15:47:51,40.6,1.48,39.12
2871,3183,stripe,captured,2025-10-20 20:00:49,17.87,0.82,17.05
2872,3184,stripe,captured,2025-09-24 21:26:43,80.84,2.64,78.2
2873,3185,stripe,captured,2025-11-05 05:47:40,49.4,1.73,47.67
2874,3186,stripe,captured,2025-02-15 04:53:42,21.28,0.92,20.36
2875,3187,paypal,captured,2025-01-14 16:23:38,52.54,1.82,50.72
2876,3190,stripe,captured,2025-07-30 17:38:43,24.39,1.01,23.38
2877,3191,stripe,captured,2025-06-15 11:27:20,13.77,0.7,13.07
2878,3192,stripe,captured,2025-05-12 14:18:14,29.03,1.14,27.89
2879,3193,stripe,captured,2025-05-04 18:50:09,87.16,2.83,84.33
2880,3194,stripe,captured,2025-04-01 13:23:58,29.98,1.17,28.81
2881,3196,paypal,refunded,2025-12-13 08:28:45,19.36,0.86,18.5
2882,3197,stripe,captured,2025-02-12 21:04:40,59.15,2.02,57.13
2883,3198,stripe,captured,2025-03-09 01:05:26,28.49,1.13,27.36
2884,3199,stripe,captured,2025-12-20 02:59:32,55.16,1.9,53.26
2885,3200,venmo,captured,2025-03-17 00:47:14,59.99,2.04,57.95
2886,3201,stripe,captured,2025-12-11 10:34:58,12.89,0.67,12.22
2887,3202,stripe,captured,2025-07-13 16:55:32,17.34,0.8,16.54
2888,3203,stripe,captured,2025-01-05 20:09:34,21.55,0.92,20.63
2889,3204,stripe,captured,2025-07-10 12:38:58,123.99,3.9,120.09
2890,3205,stripe,captured,2025-08-20 15:36:43,88.78,2.87,85.91
2891,3206,stripe,captured,2025-06-21 20:07:02,32.46,1.24,31.22
2892,3207,stripe,refunded,2025-08-25 13:16:08,268.27,8.08,260.19
2893,3208,stripe,captured,2025-08-07 16:51:16,10.5,0.6,9.9
2894,3209,stripe,captured,2025-09-21 08:39:39,24.81,1.02,23.79
2895,3210,venmo,captured,2025-05-10 13:05:30,76.72,2.52,74.2
2896,3211,stripe,captured,2025-09-24 09:44:35,31.04,1.2,29.84
2897,3212,stripe,captured,2025-01-26 17:37:55,15.2,0.74,14.46
2898,3214,paypal,captured,2025-12-13 03:10:36,254.86,7.69,247.17
2899,3215,stripe,refunded,2025-12-29 07:01:02,15.35,0.75,14.6
2900,3216,stripe,captured,2025-07-22 18:07:19,16.69,0.78,15.91
2901,3217,paypal,captured,2025-12-19 15:44:41,12.67,0.67,12.0
2902,3220,stripe,refunded,2025-04-14 07:34:09,105.01,3.35,101.66
2903,3221,stripe,captured,2025-07-18 09:29:51,10.89,0.62,10.27
2904,3223,stripe,captured,2025-02-09 10:05:03,55.64,1.91,53.73
2905,3225,stripe,captured,2025-01-05 23:07:22,54.25,1.87,52.38
2906,3226,stripe,captured,2025-02-14 11:18:51,40.48,1.47,39.01
2907,3228,paypal,captured,2025-04-10 22:55:49,5.05,0.45,4.6
2908,3229,stripe,captured,2025-10-07 18:56:45,37.82,1.4,36.42
2909,3230,stripe,captured,2025-03-04 09:24:32,57.48,1.97,55.51
2910,3231,stripe,captured,2025-04-13 15:09:06,69.23,2.31,66.92
2911,3232,stripe,captured,2025-03-21 05:46:50,57.11,1.96,55.15
2912,3233,paypal,captured,2025-06-13 12:44:51,11.41,0.63,10.78
2913,3235,stripe,captured,2025-07-21 05:15:38,54.41,1.88,52.53
2914,3236,stripe,captured,2025-02-06 03:08:38,30.42,1.18,29.24
2915,3237,paypal,captured,2025-05-31 06:12:34,30.84,1.19,29.65
2916,3238,venmo,captured,2025-05-29 10:51:15,122.85,3.86,118.99
2917,3239,stripe,captured,2025-06-17 18:06:53,52.98,1.84,51.14
2918,3240,paypal,captured,2025-11-30 19:20:10,33.94,1.28,32.66
2919,3241,stripe,captured,2025-09-22 19:14:46,15.18,0.74,14.44
2920,3243,paypal,captured,2025-11-28 07:09:28,15.15,0.74,14.41
2921,3244,venmo,captured,2025-06-10 18:58:03,7.38,0.51,6.87
2922,3245,stripe,captured,2025-01-08 23:38:38,35.84,1.34,34.5
2923,3246,stripe,captured,2025-03-31 09:05:25,7.37,0.51,6.86
2924,3247,stripe,captured,2025-03-08 00:35:13,18.12,0.83,17.29
2925,3249,paypal,captured,2025-02-27 17:04:39,9.32,0.57,8.75
2926,3250,stripe,captured,2025-11-24 18:18:02,67.69,2.26,65.43
2927,3251,stripe,captured,2025-07-20 20:12:02,27.35,1.09,26.26
2928,3252,stripe,captured,2025-05-31 08:24:22,5.0,0.44,4.56
2929,3253,stripe,refunded,2025-01-08 10:35:27,58.67,2.0,56.67
2930,3254,stripe,captured,2025-07-04 17:34:37,123.4,3.88,119.52
2931,3255,paypal,captured,2025-01-21 15:30:11,34.61,1.3,33.31
2932,3256,stripe,captured,2025-01-02 21:04:18,49.18,1.73,47.45
2933,3257,stripe,captured,2025-05-04 04:34:05,38.82,1.43,37.39
2934,3258,stripe,captured,2025-05-25 17:59:52,47.31,1.67,45.64
2935,3259,stripe,captured,2025-11-20 14:29:18,19.46,0.86,18.6
2936,3260,venmo,captured,2025-11-30 02:18:29,16.49,0.78,15.71
2937,3261,stripe,captured,2025-11-27 18:50:29,12.9,0.67,12.23
2938,3262,paypal,captured,2025-11-29 22:00:14,32.99,1.26,31.73
2939,3263,stripe,captured,2025-10-23 06:34:52,50.21,1.76,48.45
2940,3264,paypal,refunded,2025-04-14 22:55:57,49.7,1.74,47.96
2941,3265,stripe,captured,2025-05-06 13:51:46,21.42,0.92,20.5
2942,3267,stripe,captured,2025-10-04 17:42:27,25.57,1.04,24.53
2943,3268,stripe,refunded,2025-01-31 06:11:13,20.02,0.88,19.14
2944,3269,stripe,captured,2025-09-24 07:29:06,6.41,0.49,5.92
2945,3270,stripe,captured,2025-02-09 15:25:33,25.64,1.04,24.6
2946,3271,venmo,captured,2025-10-20 10:44:45,23.59,0.98,22.61
2947,3272,stripe,captured,2025-04-03 23:28:47,28.85,1.14,27.71
2948,3273,stripe,captured,2025-04-22 16:28:26,19.57,0.87,18.7
2949,3274,stripe,captured,2025-02-24 04:04:44,37.8,1.4,36.4
2950,3275,stripe,refunded,2025-01-26 11:49:00,261.58,7.89,253.69
2951,3276,venmo,captured,2025-04-15 16:29:20,56.06,1.93,54.13
2952,3277,paypal,captured,2025-01-30 06:28:28,20.49,0.89,19.6
2953,3278,paypal,captured,2025-11-19 22:50:22,25.08,1.03,24.05
2954,3279,stripe,captured,2025-04-18 05:25:58,27.36,1.09,26.27
2955,3280,stripe,captured,2025-08-04 17:22:39,32.87,1.25,31.62
2956,3281,stripe,captured,2025-08-16 10:34:03,29.84,1.17,28.67
2957,3282,stripe,captured,2025-10-30 16:17:40,20.87,0.91,19.96
2958,3283,venmo,captured,2025-01-21 19:12:27,20.02,0.88,19.14
2959,3284,stripe,refunded,2025-07-09 12:05:46,50.21,1.76,48.45
2960,3285,paypal,captured,2025-07-08 02:32:56,24.29,1.0,23.29
2961,3286,stripe,refunded,2025-09-21 18:29:49,47.35,1.67,45.68
2962,3287,stripe,captured,2025-06-29 01:04:05,25.17,1.03,24.14
2963,3288,stripe,captured,2025-02-05 03:26:21,7.08,0.51,6.57
2964,3289,stripe,captured,2025-06-29 08:36:07,12.86,0.67,12.19
2965,3290,stripe,captured,2025-06-28 23:23:52,8.33,0.54,7.79
2966,3291,stripe,captured,2025-12-22 06:45:25,35.36,1.33,34.03
2967,3292,venmo,captured,2025-01-03 03:01:48,7.7,0.52,7.18
2968,3293,paypal,captured,2025-06-08 14:16:54,20.1,0.88,19.22
2969,3294,stripe,captured,2025-10-22 18:26:13,22.31,0.95,21.36
2970,3296,stripe,captured,2025-07-05 20:06:25,60.61,2.06,58.55
2971,3297,stripe,captured,2025-11-18 18:15:58,69.64,2.32,67.32
2972,3298,stripe,captured,2025-10-12 11:42:44,16.54,0.78,15.76
2973,3299,stripe,captured,2025-06-21 04:15:01,29.51,1.16,28.35
2974,3300,paypal,captured,2025-08-18 07:04:09,21.39,0.92,20.47
2975,3301,stripe,captured,2025-01-14 09:46:44,41.99,1.52,40.47
2976,3302,venmo,captured,2025-12-09 14:17:55,28.04,1.11,26.93
2977,3304,paypal,captured,2025-02-14 01:22:45,12.1,0.65,11.45
2978,3305,paypal,captured,2025-04-05 23:04:05,35.96,1.34,34.62
2979,3306,stripe,captured,2025-10-29 14:38:47,9.75,0.58,9.17
2980,3307,stripe,captured,2025-05-10 16:09:29,16.04,0.77,15.27
2981,3308,stripe,captured,2025-05-22 12:38:08,32.49,1.24,31.25
2982,3309,stripe,captured,2025-11-17 03:59:59,6.29,0.48,5.81
2983,3310,paypal,captured,2025-01-04 03:08:33,5.21,0.45,4.76
2984,3311,stripe,captured,2025-01-12 13:40:58,11.87,0.64,11.23
2985,3312,stripe,captured,2025-06-19 18:03:12,14.14,0.71,13.43
2986,3313,stripe,captured,2025-05-06 03:56:41,15.37,0.75,14.62
2987,3314,stripe,captured,2025-12-27 17:17:26,19.7,0.87,18.83
2988,3315,stripe,captured,2025-03-14 19:04:07,38.29,1.41,36.88
2989,3316,paypal,captured,2025-03-08 05:50:22,143.7,4.47,139.23
2990,3317,stripe,captured,2025-04-08 02:31:30,18.13,0.83,17.3
2991,3320,stripe,captured,2025-04-22 19:52:22,70.33,2.34,67.99
2992,3321,stripe,captured,2025-11-25 16:39:35,15.99,0.76,15.23
2993,3322,stripe,captured,2025-04-06 23:51:57,60.25,2.05,58.2
2994,3323,stripe,captured,2025-10-04 12:45:18,84.14,2.74,81.4
2995,3324,stripe,captured,2025-03-17 12:37:48,101.98,3.26,98.72
2996,3325,stripe,captured,2025-06-13 08:28:53,105.09,3.35,101.74
2997,3326,paypal,captured,2025-04-24 01:24:07,12.43,0.66,11.77
2998,3327,stripe,captured,2025-10-09 15:14:09,36.3,1.35,34.95
2999,3328,paypal,captured,2025-04-25 23:59:39,17.25,0.8,16.45
3000,3329,paypal,captured,2025-09-23 19:10:54,10.54,0.61,9.93
3001,3330,venmo,captured,2025-08-08 23:17:49,43.94,1.57,42.37
3002,3331,venmo,captured,2025-12-21 01:00:36,35.19,1.32,33.87
3003,3332,paypal,captured,2025-11-22 12:24:05,34.35,1.3,33.05
3004,3333,venmo,captured,2025-05-18 12:08:13,20.49,0.89,19.6
3005,3334,stripe,captured,2025-10-13 19:28:38,212.57,6.46,206.11
3006,3335,stripe,captured,2025-11-12 08:32:08,100.19,3.21,96.98
3007,3336,stripe,captured,2025-04-04 11:54:46,21.44,0.92,20.52
3008,3337,paypal,captured,2025-10-14 04:04:14,29.4,1.15,28.25
3009,3338,stripe,captured,2025-12-12 05:42:06,44.53,1.59,42.94
3010,3339,paypal,captured,2025-04-14 13:37:47,68.16,2.28,65.88
3011,3340,stripe,captured,2025-12-28 01:06:02,44.07,1.58,42.49
3012,3341,paypal,captured,2025-04-08 02:51:28,32.84,1.25,31.59
3013,3342,paypal,captured,2025-01-25 09:03:10,9.64,0.58,9.06
3014,3343,stripe,captured,2025-11-06 18:17:50,144.08,4.48,139.6
3015,3344,venmo,captured,2025-07-23 23:24:45,18.09,0.82,17.27
3016,3345,paypal,captured,2025-01-26 06:10:02,70.03,2.33,67.7
3017,3346,stripe,captured,2025-10-05 17:26:37,30.73,1.19,29.54
3018,3347,venmo,captured,2025-10-29 09:30:50,81.46,2.66,78.8
3019,3348,stripe,captured,2025-09-26 00:01:23,10.58,0.61,9.97
3020,3349,stripe,captured,2025-12-19 05:15:56,18.03,0.82,17.21
3021,3350,stripe,captured,2025-10-11 15:05:01,26.78,1.08,25.7
3022,3351,paypal,captured,2025-09-17 19:20:07,14.39,0.72,13.67
3023,3352,paypal,refunded,2025-05-22 22:02:14,19.5,0.87,18.63
3024,3353,paypal,captured,2025-04-18 11:34:43,84.18,2.74,81.44
3025,3355,stripe,captured,2025-05-18 01:28:10,95.41,3.07,92.34
3026,3356,venmo,captured,2025-06-27 09:53:54,31.57,1.22,30.35
3027,3357,stripe,captured,2025-06-10 13:11:01,26.39,1.07,25.32
3028,3358,stripe,captured,2025-11-13 13:09:06,10.53,0.61,9.92
3029,3359,stripe,captured,2025-04-11 09:57:56,69.28,2.31,66.97
3030,3360,stripe,captured,2025-06-01 22:32:09,26.34,1.06,25.28
