donation_id,user_id,campaign_id,amount,status,created_at,is_recurring
839,1523.0,178.0,107.25,completed,2025-01-26 14:28:15,False
840,1499.0,96.0,32.26,completed,2025-06-07 14:22:57,False
841,749.0,142.0,18.68,completed,2025-03-26 09:26:40,False
842,716.0,227.0,24.15,completed,2025-04-27 06:23:12,False
843,339.0,11.0,13.63,completed,2025-10-29 20:54:43,False
844,531.0,10.0,21.05,completed,2025-04-26 17:00:47,True
845,692.0,189.0,31.9,completed,2025-07-09 18:59:26,False
846,162.0,209.0,43.66,completed,2025-12-24 13:50:59,False
847,1821.0,13.0,59.31,completed,2025-06-27 02:28:05,False
848,1085.0,121.0,27.43,completed,2025-04-29 22:47:50,False
849,1109.0,162.0,25.85,completed,2025-04-21 21:39:12,False
850,1571.0,60.0,60.41,completed,2025-04-19 10:38:33,False
851,490.0,237.0,22.77,completed,2025-08-31 06:40:49,False
852,5.0,179.0,52.4,completed,2025-03-31 18:23:42,False
853,76.0,5.0,7.99,refunded,2025-10-19 19:03:14,False
854,1277.0,240.0,0.0,failed,2025-08-10 22:13:12,True
855,7.0,202.0,162.48,completed,2025-09-18 09:09:23,False
856,681.0,160.0,14.28,completed,2025-12-05 03:59:33,False
857,1666.0,12.0,0.0,failed,2025-10-22 21:34:57,False
858,473.0,180.0,52.2,completed,2025-06-11 13:59:08,True
859,1162.0,141.0,60.32,completed,2025-03-31 03:55:06,False
860,1382.0,85.0,51.2,completed,2025-12-12 01:01:21,True
861,812.0,240.0,18.03,completed,2025-02-27 04:42:52,True
862,838.0,182.0,10.56,refunded,2025-09-14 10:22:38,False
863,603.0,117.0,43.8,completed,2025-02-05 20:40:28,False
864,1187.0,122.0,27.16,completed,2025-10-20 23:29:21,False
865,318.0,225.0,9.84,completed,2025-01-24 08:51:22,False
866,1482.0,182.0,20.84,completed,2025-06-25 06:03:48,False
867,1277.0,41.0,0.0,failed,2025-02-06 06:01:00,False
868,1225.0,48.0,138.97,completed,2025-01-24 18:53:12,False
869,1556.0,51.0,58.76,completed,2025-03-22 07:12:13,True
870,1765.0,175.0,13.7,completed,2025-10-31 11:15:01,False
871,1699.0,178.0,44.75,completed,2025-02-17 14:43:59,False
872,1189.0,118.0,11.86,completed,2025-02-05 04:33:49,False
873,232.0,96.0,7.0,completed,2025-07-28 11:36:08,True
874,328.0,76.0,17.14,completed,2025-05-19 18:50:13,False
875,238.0,46.0,26.56,completed,2025-01-09 00:00:40,False
876,1144.0,227.0,40.69,completed,2025-10-12 21:35:56,False
877,950.0,100.0,60.09,completed,2025-12-15 20:34:44,False
878,1887.0,38.0,22.5,completed,2025-09-07 19:54:50,False
879,895.0,240.0,51.37,completed,2025-01-31 14:58:51,True
880,1905.0,92.0,8.35,completed,2025-03-01 02:02:07,True
881,619.0,141.0,96.83,completed,2025-11-11 16:43:28,False
882,250.0,204.0,8.58,completed,2025-08-09 18:59:17,False
883,1360.0,150.0,20.18,completed,2025-10-31 04:34:59,False
884,1308.0,236.0,17.06,completed,2025-06-12 17:26:16,False
885,198.0,130.0,9.49,completed,2025-05-21 22:02:45,True
886,416.0,93.0,39.05,completed,2025-10-06 20:16:46,False
887,732.0,77.0,117.41,completed,2025-06-22 16:13:50,False
888,1419.0,227.0,0.0,failed,2025-10-07 08:02:56,False
889,938.0,13.0,5.0,completed,2025-03-03 17:21:25,False
890,1175.0,57.0,0.0,failed,2025-10-16 08:07:30,False
891,1822.0,162.0,24.82,completed,2025-11-23 06:26:26,False
892,1289.0,147.0,55.33,completed,2025-11-24 11:06:30,False
893,1244.0,137.0,20.41,completed,2025-07-21 07:02:57,True
894,1240.0,116.0,6.86,completed,2025-08-30 02:32:08,False
895,1339.0,95.0,83.64,completed,2025-12-16 13:17:28,False
896,1692.0,161.0,14.41,completed,2025-03-10 06:36:54,False
897,216.0,155.0,49.62,completed,2025-06-20 16:00:56,False
898,1359.0,173.0,12.05,completed,2025-01-08 20:26:55,False
899,1383.0,130.0,0.0,failed,2025-07-03 06:22:50,False
900,1650.0,79.0,0.0,failed,2025-09-21 12:05:57,False
901,1185.0,211.0,15.11,completed,2025-02-15 21:20:08,False
902,815.0,57.0,42.09,completed,2025-07-12 15:51:21,False
903,610.0,95.0,22.49,completed,2025-06-19 00:09:48,False
904,511.0,57.0,20.79,completed,2025-08-07 11:01:53,False
905,918.0,144.0,100.17,completed,2025-12-06 09:55:57,True
906,157.0,107.0,39.81,completed,2025-04-26 21:33:24,False
907,162.0,79.0,44.3,completed,2025-10-07 13:42:02,False
908,42.0,134.0,54.01,refunded,2025-09-01 10:30:06,False
909,1204.0,14.0,47.5,completed,2025-04-05 13:07:17,True
910,303.0,27.0,39.86,completed,2025-10-21 14:53:47,False
911,1354.0,38.0,80.83,completed,2025-05-07 01:57:57,False
912,1587.0,147.0,14.16,completed,2025-04-30 09:35:43,False
913,1014.0,165.0,33.73,completed,2025-08-27 01:10:18,False
914,764.0,127.0,23.39,completed,2025-10-31 04:05:07,True
915,1453.0,235.0,33.54,completed,2025-08-01 10:11:08,True
916,1374.0,4.0,17.14,refunded,2025-11-08 14:21:55,False
917,120.0,58.0,8.18,completed,2025-09-10 17:05:09,True
918,1099.0,218.0,56.83,completed,2025-11-08 04:51:24,True
919,674.0,137.0,206.47,completed,2025-05-12 00:44:29,False
920,661.0,233.0,70.88,completed,2025-12-15 14:01:59,False
921,123.0,113.0,59.97,completed,2025-12-07 18:26:35,False
922,653.0,168.0,36.75,completed,2025-06-18 14:10:20,False
923,1206.0,143.0,26.47,completed,2025-03-12 00:06:01,False
924,921.0,233.0,0.0,failed,2025-04-30 21:34:40,False
925,1014.0,229.0,27.48,completed,2025-01-31 07:13:59,False
926,1914.0,4.0,17.84,completed,2025-05-08 07:27:13,False
927,789.0,218.0,7.97,completed,2025-01-06 22:46:18,False
928,257.0,52.0,35.13,completed,2025-06-14 23:02:22,False
929,1978.0,146.0,23.98,completed,2025-05-31 19:07:50,False
930,1861.0,233.0,74.55,completed,2025-09-09 22:50:43,False
931,757.0,181.0,54.14,completed,2025-07-05 17:57:50,False
932,598.0,187.0,5.9,completed,2025-04-22 16:39:51,False
933,1607.0,99.0,118.04,completed,2025-08-27 15:08:05,True
934,1293.0,182.0,19.83,completed,2025-11-19 08:24:15,True
935,1517.0,169.0,22.45,completed,2025-08-05 21:24:57,True
936,1204.0,233.0,7.83,completed,2025-06-08 08:33:29,False
937,791.0,188.0,37.08,completed,2025-04-06 16:06:53,False
938,1173.0,93.0,41.63,completed,2025-05-22 04:15:48,False
939,1542.0,117.0,118.06,completed,2025-03-24 17:08:03,False
940,1172.0,216.0,59.19,completed,2025-04-20 13:26:21,False
941,1868.0,4.0,20.03,completed,2025-04-03 03:51:14,False
942,680.0,85.0,7.26,completed,2025-11-17 12:54:58,False
943,1033.0,167.0,18.9,completed,2025-09-24 15:20:29,False
944,1202.0,7.0,69.07,completed,2025-06-14 00:26:26,False
945,796.0,125.0,21.8,completed,2025-02-02 06:57:26,True
946,1419.0,151.0,12.49,completed,2025-04-29 06:00:23,True
947,1652.0,232.0,34.31,completed,2025-04-30 00:46:36,False
948,608.0,85.0,22.93,completed,2025-06-27 14:01:21,False
949,331.0,63.0,20.8,completed,2025-12-01 06:05:17,True
950,1880.0,193.0,16.47,completed,2025-01-20 19:29:22,False
951,56.0,123.0,32.69,completed,2025-06-10 23:10:23,False
952,1231.0,169.0,68.07,completed,2025-12-30 03:44:49,False
953,105.0,89.0,45.21,completed,2025-01-18 11:57:41,False
954,547.0,95.0,6.41,completed,2025-09-27 12:03:06,False
955,1745.0,119.0,0.0,failed,2025-08-06 12:55:46,False
956,793.0,44.0,54.66,completed,2025-04-08 00:06:04,False
957,1905.0,102.0,38.21,completed,2025-11-19 13:35:07,False
958,1379.0,45.0,42.08,refunded,2025-04-30 09:06:22,False
959,1683.0,197.0,47.83,completed,2025-11-04 15:10:49,True
960,489.0,117.0,40.91,completed,2025-06-15 07:32:30,False
961,1823.0,223.0,13.89,completed,2025-05-16 23:58:01,False
962,1617.0,51.0,44.97,completed,2025-11-28 16:28:44,False
963,1527.0,250.0,34.14,completed,2025-10-20 12:37:38,False
964,1074.0,65.0,41.86,refunded,2025-04-25 22:18:28,True
965,1111.0,54.0,18.02,completed,2025-04-13 06:10:15,True
966,1727.0,184.0,71.76,completed,2025-05-28 13:53:54,False
967,303.0,222.0,19.13,completed,2025-04-26 13:25:12,True
968,1025.0,210.0,28.83,completed,2025-03-30 07:40:14,True
969,1405.0,72.0,19.96,completed,2025-12-20 09:04:08,False
970,1978.0,120.0,0.0,failed,2025-01-09 23:19:56,False
971,650.0,218.0,53.12,refunded,2025-11-13 08:10:46,False
972,648.0,168.0,20.07,completed,2025-11-13 07:27:03,True
973,1386.0,186.0,0.0,failed,2025-04-11 02:52:24,False
974,381.0,143.0,9.86,completed,2025-05-30 12:48:16,False
975,1690.0,19.0,7.0,completed,2025-04-07 09:33:02,False
976,162.0,10.0,119.62,completed,2025-04-24 08:53:35,False
977,19.0,216.0,106.61,completed,2025-08-18 13:36:06,False
978,974.0,16.0,18.48,completed,2025-12-27 11:32:57,False
979,1864.0,171.0,43.14,completed,2025-06-11 13:04:18,False
980,243.0,159.0,20.97,completed,2025-12-18 20:59:17,True
981,129.0,108.0,51.11,completed,2025-11-12 06:48:56,True
982,1200.0,16.0,12.61,completed,2025-07-12 06:55:07,False
983,409.0,80.0,11.68,refunded,2025-11-22 23:11:42,False
984,792.0,28.0,30.49,completed,2025-06-13 00:44:57,True
985,943.0,190.0,40.68,completed,2025-04-27 02:20:42,False
986,1108.0,148.0,17.14,completed,2025-03-19 06:37:11,True
987,1400.0,163.0,10.55,completed,2025-08-21 16:09:21,False
988,222.0,187.0,82.0,completed,2025-03-14 03:53:39,False
989,1349.0,9.0,20.67,completed,2025-08-08 22:45:17,False
990,1475.0,104.0,20.84,completed,2025-10-03 01:06:50,True
991,1440.0,138.0,80.33,completed,2025-07-14 11:16:52,False
992,1681.0,45.0,180.05,completed,2025-09-21 06:33:16,False
993,445.0,210.0,38.94,completed,2025-06-28 03:37:13,False
994,618.0,109.0,60.56,completed,2025-09-04 14:35:33,False
995,1349.0,237.0,12.05,completed,2025-05-01 05:28:28,False
996,523.0,143.0,53.77,completed,2025-05-10 01:18:30,True
997,166.0,237.0,59.36,completed,2025-10-03 12:08:10,False
998,708.0,30.0,13.93,completed,2025-08-18 21:33:55,False
999,743.0,48.0,19.54,refunded,2025-02-18 18:37:23,False
1000,1683.0,224.0,79.72,completed,2025-12-28 03:40:20,True
1001,1895.0,168.0,24.02,completed,2025-05-20 11:41:12,False
1002,1262.0,91.0,93.62,completed,2025-01-13 19:14:48,True
1003,1009.0,91.0,30.43,completed,2025-04-28 03:05:01,False
1004,913.0,211.0,29.27,completed,2025-07-27 17:38:07,False
1005,1037.0,74.0,0.0,failed,2025-01-12 11:09:52,False
1006,1755.0,44.0,154.8,refunded,2025-05-11 11:07:08,False
1007,1281.0,174.0,50.8,completed,2025-04-04 20:14:07,False
1008,1538.0,134.0,34.46,completed,2025-10-06 04:29:24,True
1009,1234.0,117.0,82.53,completed,2025-02-20 20:05:56,False
1010,1508.0,24.0,87.23,completed,2025-03-15 01:51:02,False
1011,365.0,201.0,45.96,completed,2025-01-06 04:05:59,True
1012,225.0,219.0,40.56,completed,2025-12-24 21:46:26,False
1013,996.0,7.0,52.51,completed,2025-02-11 15:37:35,False
1014,194.0,6.0,9.54,completed,2025-05-07 04:41:04,False
1015,1220.0,118.0,12.97,completed,2025-11-06 13:34:41,False
1016,1424.0,161.0,36.33,completed,2025-07-08 04:33:25,False
1017,1796.0,85.0,16.18,completed,2025-08-10 09:13:14,False
1018,57.0,110.0,30.85,completed,2025-09-19 13:50:53,False
1019,1993.0,248.0,0.0,failed,2025-07-22 23:52:21,True
1020,1649.0,166.0,13.66,completed,2025-03-12 20:05:46,False
1021,213.0,172.0,48.28,completed,2025-10-17 16:19:40,False
1022,1303.0,145.0,6.54,completed,2025-12-13 12:52:31,False
1023,1780.0,31.0,23.17,completed,2025-03-21 00:12:58,True
1024,1404.0,165.0,8.79,completed,2025-03-27 00:40:52,False
1025,117.0,139.0,23.16,completed,2025-08-30 19:59:04,False
1026,1922.0,220.0,64.39,refunded,2025-10-26 03:33:46,False
1027,1475.0,133.0,16.55,completed,2025-04-07 12:58:38,False
1028,599.0,64.0,5.94,completed,2025-01-16 22:34:14,False
1029,410.0,76.0,24.85,completed,2025-07-16 18:56:21,False
1030,1917.0,131.0,15.42,refunded,2025-03-30 00:54:38,False
1031,1391.0,56.0,30.0,completed,2025-06-13 00:46:34,False
1032,1799.0,63.0,24.82,refunded,2025-05-06 16:58:26,False
1033,812.0,105.0,0.0,failed,2025-02-12 16:42:04,False
1034,929.0,38.0,76.57,completed,2025-10-25 02:56:38,False
1035,1137.0,54.0,22.16,completed,2025-05-10 18:49:51,False
1036,1984.0,130.0,32.11,refunded,2025-06-24 20:09:38,False
1037,1188.0,218.0,23.14,completed,2025-09-06 00:23:43,False
1038,4.0,2.0,67.22,completed,2025-08-14 01:04:07,True
1039,1654.0,246.0,33.97,completed,2025-09-09 04:53:45,False
1040,23.0,140.0,45.4,completed,2025-01-27 06:56:41,False
1041,921.0,40.0,55.04,completed,2025-02-26 17:37:12,False
1042,745.0,2.0,6.32,completed,2025-04-28 23:07:14,False
1043,602.0,105.0,56.23,completed,2025-08-06 08:45:58,False
1044,988.0,125.0,40.63,completed,2025-03-10 17:45:43,True
1045,1791.0,80.0,17.47,completed,2025-12-02 21:21:38,False
1046,1116.0,222.0,0.0,failed,2025-12-11 15:22:23,False
1047,469.0,185.0,66.0,completed,2025-07-03 16:31:56,True
1048,970.0,47.0,25.74,completed,2025-02-11 10:50:21,False
1049,1179.0,238.0,5.72,completed,2025-01-02 09:01:26,False
1050,1843.0,244.0,28.62,completed,2025-05-26 05:09:55,False
1051,627.0,164.0,13.48,refunded,2025-01-25 20:11:49,False
1052,207.0,132.0,5.17,completed,2025-07-04 21:31:50,False
1053,1014.0,203.0,47.72,completed,2025-05-21 05:32:59,False
1054,81.0,245.0,0.0,failed,2025-07-08 03:17:58,False
1055,615.0,152.0,0.0,failed,2025-03-27 05:20:58,False
1056,483.0,210.0,36.87,completed,2025-11-16 12:00:00,False
1057,1989.0,91.0,87.72,completed,2025-02-24 03:49:05,False
1058,592.0,101.0,34.55,completed,2025-03-03 16:22:02,False
1059,1431.0,190.0,18.41,completed,2025-05-22 23:41:30,False
1060,1127.0,130.0,5.04,completed,2025-06-04 10:13:04,True
1061,1264.0,15.0,57.51,completed,2025-04-05 18:26:32,True
1062,1289.0,203.0,41.86,completed,2025-10-31 18:30:35,False
1063,33.0,219.0,62.93,completed,2025-04-01 06:09:58,False
1064,35.0,248.0,5.0,completed,2025-12-08 15:46:34,False
1065,1273.0,49.0,0.0,failed,2025-04-08 17:11:50,False
1066,1000.0,112.0,15.92,completed,2025-04-14 18:22:10,False
1067,1074.0,239.0,71.81,refunded,2025-02-01 22:46:44,False
1068,280.0,215.0,6.55,refunded,2025-11-02 17:56:01,False
1069,1778.0,35.0,16.12,completed,2025-07-12 21:28:52,False
1070,152.0,116.0,19.39,completed,2025-08-03 23:25:11,False
1071,1683.0,94.0,13.23,completed,2025-11-07 13:26:36,False
1072,1575.0,175.0,15.52,completed,2025-12-12 11:40:25,True
1073,701.0,24.0,109.52,completed,2025-03-29 07:29:54,False
1074,1561.0,211.0,22.84,completed,2025-07-20 17:03:31,False
1075,1780.0,60.0,164.55,refunded,2025-07-20 10:16:23,False
1076,735.0,221.0,69.72,completed,2025-11-24 03:46:22,False
1077,1019.0,77.0,6.03,completed,2025-08-24 21:37:53,False
1078,1254.0,48.0,22.79,completed,2025-06-24 06:13:20,False
1079,665.0,151.0,22.0,completed,2025-08-07 13:52:50,False
1080,923.0,140.0,0.0,failed,2025-12-27 17:28:01,True
1081,1312.0,241.0,79.51,completed,2025-08-31 10:44:57,True
1082,1419.0,240.0,59.71,completed,2025-03-06 23:41:49,True
1083,453.0,,168.29,completed,2025-08-31 19:34:54,False
1084,620.0,157.0,20.76,completed,2025-07-14 08:57:21,True
1085,1057.0,198.0,42.55,completed,2025-03-28 23:04:03,False
1086,1939.0,179.0,22.6,completed,2025-01-21 14:14:20,True
1087,1387.0,128.0,21.79,completed,2025-06-02 22:25:32,False
1088,1135.0,151.0,57.34,refunded,2025-11-11 17:32:57,False
1089,1145.0,31.0,0.0,failed,2025-10-07 16:09:29,False
1090,16.0,237.0,65.87,completed,2025-09-16 18:32:52,False
1091,739.0,149.0,0.0,failed,2025-05-10 14:27:47,False
1092,1547.0,24.0,28.59,completed,2025-08-05 12:54:47,False
1093,715.0,200.0,59.03,completed,2025-11-12 11:18:50,False
1094,714.0,236.0,76.89,completed,2025-04-19 11:35:48,False
1095,98.0,9.0,15.07,completed,2025-03-23 02:27:29,False
1096,116.0,150.0,30.98,completed,2025-12-03 11:52:19,False
1097,965.0,132.0,23.12,completed,2025-02-16 13:05:58,False
1098,1495.0,77.0,18.07,completed,2025-06-25 19:49:23,False
1099,1463.0,226.0,65.8,completed,2025-05-06 17:41:02,False
1100,1305.0,131.0,24.82,completed,2025-01-19 19:55:33,False
1101,349.0,229.0,43.79,completed,2025-02-12 04:12:01,False
1102,232.0,120.0,0.0,failed,2025-10-26 14:46:32,False
1103,1997.0,156.0,24.15,completed,2025-02-16 12:52:03,False
1104,1135.0,90.0,9.35,completed,2025-05-15 04:24:28,False
1105,1376.0,242.0,22.63,completed,2025-07-03 05:33:51,False
1106,1954.0,117.0,45.72,completed,2025-04-15 20:12:32,False
1107,1036.0,110.0,38.17,completed,2025-07-29 19:15:41,True
1108,984.0,121.0,6.29,completed,2025-05-21 13:46:10,False
1109,1512.0,98.0,0.0,failed,2025-06-26 06:45:00,False
1110,1557.0,15.0,19.24,completed,2025-06-05 03:51:57,False
1111,639.0,136.0,0.0,failed,2025-07-12 16:32:38,False
1112,285.0,176.0,57.51,completed,2025-12-02 06:13:01,False
1113,1971.0,227.0,43.65,completed,2025-12-04 03:22:37,False
1114,1657.0,216.0,135.06,completed,2025-01-02 10:06:49,False
1115,636.0,244.0,66.65,completed,2025-02-09 17:28:24,False
1116,1943.0,52.0,20.85,completed,2025-11-25 07:40:53,False
1117,545.0,55.0,22.62,completed,2025-09-21 22:33:49,False
1118,392.0,37.0,28.21,completed,2025-10-01 06:13:01,False
1119,1194.0,132.0,22.62,completed,2025-05-02 08:54:52,False
1120,77.0,55.0,40.27,completed,2025-01-08 13:49:19,False
1121,1989.0,12.0,12.1,completed,2025-12-30 02:58:21,False
1122,297.0,147.0,0.0,failed,2025-10-16 11:57:07,False
1123,330.0,207.0,30.97,completed,2025-10-15 17:06:57,False
1124,1087.0,185.0,88.46,completed,2025-07-21 10:03:52,False
1125,270.0,222.0,11.62,completed,2025-07-06 13:11:41,False
1126,216.0,237.0,11.66,completed,2025-11-10 03:41:43,True
1127,1214.0,37.0,71.06,completed,2025-05-22 02:42:30,False
1128,1099.0,204.0,17.85,completed,2025-10-30 05:33:35,True
1129,1710.0,211.0,13.5,completed,2025-06-21 18:43:45,False
1130,510.0,226.0,76.04,completed,2025-02-20 07:46:23,False
1131,579.0,7.0,15.65,completed,2025-04-22 06:25:21,True
1132,1117.0,220.0,29.52,completed,2025-01-02 08:04:15,False
1133,1077.0,55.0,0.0,failed,2025-08-09 02:30:15,True
1134,496.0,28.0,54.94,completed,2025-06-01 10:03:20,False
1135,948.0,221.0,0.0,failed,2025-08-24 22:15:20,True
1136,94.0,37.0,62.12,completed,2025-02-10 01:14:08,False
1137,625.0,212.0,11.48,completed,2025-11-09 08:56:36,True
1138,229.0,189.0,0.0,failed,2025-06-25 20:59:18,False
1139,250.0,75.0,0.0,failed,2025-12-29 09:22:17,False
1140,1415.0,242.0,16.46,completed,2025-02-06 14:23:17,False
1141,721.0,114.0,13.08,completed,2025-07-05 15:58:34,False
1142,980.0,167.0,27.95,completed,2025-02-09 07:51:07,False
1143,182.0,106.0,23.74,completed,2025-09-29 04:38:56,False
1144,267.0,151.0,77.01,completed,2025-12-03 09:03:53,True
1145,1004.0,180.0,58.01,completed,2025-10-04 05:39:42,False
1146,281.0,110.0,0.0,failed,2025-06-19 05:10:29,True
1147,1979.0,84.0,24.4,completed,2025-04-23 23:08:19,False
1148,962.0,212.0,46.41,completed,2025-05-17 00:10:42,False
1149,667.0,11.0,50.68,completed,2025-03-15 08:19:15,False
1150,1107.0,66.0,77.55,completed,2025-06-02 22:49:27,False
1151,1210.0,13.0,28.47,completed,2025-08-19 18:19:06,True
1152,1885.0,205.0,34.03,completed,2025-07-14 12:13:25,False
1153,1675.0,169.0,7.21,completed,2025-07-20 04:08:56,False
1154,1591.0,177.0,0.0,failed,2025-12-11 08:06:50,False
1155,531.0,15.0,62.11,completed,2025-05-04 20:32:40,False
1156,1372.0,56.0,12.51,completed,2025-08-08 00:12:19,True
1157,423.0,182.0,7.84,completed,2025-10-20 07:01:02,False
1158,981.0,159.0,0.0,failed,2025-04-12 17:19:55,False
1159,1882.0,189.0,21.85,completed,2025-12-25 05:50:27,False
1160,454.0,186.0,15.86,completed,2025-02-06 01:05:57,False
1161,267.0,215.0,9.18,completed,2025-08-09 20:18:53,True
1162,507.0,188.0,0.0,failed,2025-12-20 03:19:24,False
1163,1166.0,53.0,20.96,completed,2025-08-21 17:06:49,False
1164,316.0,214.0,26.76,completed,2025-11-02 16:48:58,False
1165,1700.0,246.0,0.0,failed,2025-03-31 12:20:22,False
1166,764.0,61.0,26.94,completed,2025-10-28 23:17:49,True
1167,1256.0,208.0,23.18,completed,2025-02-06 12:01:53,False
1168,1321.0,249.0,23.77,completed,2025-09-08 09:46:27,False
1169,898.0,128.0,5.0,completed,2025-09-24 07:47:58,True
1170,953.0,42.0,20.25,completed,2025-12-15 03:11:24,False
1171,875.0,29.0,49.78,completed,2025-10-04 10:47:03,False
1172,1596.0,212.0,32.12,completed,2025-07-19 17:46:39,False
1173,916.0,220.0,55.74,completed,2025-06-26 15:12:40,False
1174,22.0,155.0,0.0,failed,2025-09-09 15:02:28,False
1175,384.0,44.0,8.04,completed,2025-04-24 05:23:17,False
1176,1150.0,221.0,17.81,completed,2025-01-18 06:54:49,False
1177,103.0,133.0,66.9,completed,2025-10-01 18:25:47,False
1178,900.0,180.0,32.59,completed,2025-10-06 03:40:54,False
1179,1976.0,113.0,26.59,completed,2025-09-15 16:44:22,False
1180,733.0,106.0,68.51,completed,2025-08-22 20:18:39,True
1181,110.0,230.0,0.0,failed,2025-01-26 12:04:30,False
1182,1594.0,181.0,16.69,completed,2025-01-30 14:08:50,False
1183,1496.0,180.0,0.0,failed,2025-12-04 03:06:52,False
1184,1089.0,38.0,10.34,refunded,2025-10-07 00:14:09,False
1185,1496.0,172.0,25.09,completed,2025-01-08 06:35:53,False
1186,1594.0,181.0,34.62,completed,2025-08-07 19:31:51,True
1187,670.0,115.0,13.0,refunded,2025-10-27 09:26:16,False
1188,1100.0,130.0,27.5,refunded,2025-07-19 06:13:30,False
1189,1043.0,109.0,18.57,completed,2025-04-02 07:11:35,False
1190,384.0,182.0,28.18,completed,2025-05-30 08:27:19,False
1191,190.0,84.0,95.16,completed,2025-03-23 11:19:10,False
1192,762.0,235.0,32.1,refunded,2025-05-28 11:18:25,False
1193,360.0,239.0,32.62,completed,2025-03-23 19:30:34,False
1194,875.0,205.0,152.98,completed,2025-09-24 09:43:15,False
1195,886.0,218.0,0.0,failed,2025-08-24 06:19:33,False
1196,1476.0,163.0,48.92,completed,2025-10-25 07:10:47,False
1197,79.0,46.0,19.59,completed,2025-05-10 14:45:00,False
1198,596.0,200.0,56.18,completed,2025-07-25 00:36:01,False
1199,1196.0,92.0,0.0,failed,2025-05-25 22:40:43,False
1200,1236.0,105.0,22.92,completed,2025-10-26 00:20:23,False
1201,886.0,207.0,19.13,completed,2025-10-07 18:32:16,True
1202,1015.0,183.0,13.0,completed,2025-12-20 01:09:14,True
1203,1469.0,242.0,5.47,completed,2025-06-27 00:11:17,False
1204,149.0,72.0,41.51,completed,2025-05-27 12:31:11,False
1205,10.0,139.0,18.0,completed,2025-08-19 02:09:59,False
1206,1566.0,29.0,24.11,completed,2025-03-29 13:25:43,False
1207,792.0,197.0,27.02,completed,2025-06-26 20:11:39,False
1208,1968.0,191.0,9.27,completed,2025-05-04 06:08:58,False
1209,1079.0,47.0,21.88,completed,2025-04-30 02:39:18,False
1210,872.0,111.0,7.18,completed,2025-10-07 02:54:46,False
1211,1663.0,250.0,20.75,completed,2025-08-25 14:18:53,True
1212,180.0,7.0,99.34,completed,2025-01-29 13:22:34,False
1213,744.0,117.0,19.49,completed,2025-11-11 03:08:57,True
1214,381.0,64.0,11.96,completed,2025-02-23 19:33:14,False
1215,1446.0,82.0,20.24,completed,2025-12-01 03:40:11,False
1216,451.0,64.0,105.08,completed,2025-12-17 14:38:16,False
1217,1117.0,92.0,20.92,completed,2025-08-02 03:13:05,False
1218,1544.0,12.0,8.67,completed,2025-06-12 05:42:04,False
1219,1437.0,12.0,6.96,completed,2025-06-24 01:40:48,False
1220,1783.0,36.0,21.67,completed,2025-05-09 01:53:03,False
1221,394.0,29.0,57.43,completed,2025-10-12 18:34:35,False
1222,965.0,139.0,42.64,completed,2025-08-29 09:34:41,True
1223,1355.0,181.0,72.11,completed,2025-11-20 22:11:09,False
1224,1732.0,198.0,49.52,completed,2025-11-16 19:55:25,True
1225,433.0,85.0,30.23,completed,2025-02-25 19:36:02,False
1226,954.0,74.0,5.0,completed,2025-03-05 23:46:54,False
1227,1187.0,224.0,90.73,completed,2025-01-30 07:26:32,False
1228,946.0,47.0,9.34,completed,2025-09-19 10:53:45,False
1229,1064.0,161.0,190.28,completed,2025-12-13 02:28:28,False
1230,766.0,81.0,16.22,completed,2025-10-02 23:35:18,False
1231,908.0,195.0,0.0,failed,2025-03-25 18:50:44,False
1232,85.0,121.0,19.57,completed,2025-04-11 06:11:16,False
1233,784.0,43.0,30.29,completed,2025-04-01 10:42:29,False
1234,1614.0,146.0,10.01,completed,2025-09-09 20:35:45,True
1235,1749.0,74.0,14.76,completed,2025-08-14 20:46:56,False
1236,816.0,53.0,63.28,completed,2025-12-19 14:18:26,False
1237,1791.0,233.0,87.6,completed,2025-11-17 18:28:00,False
1238,1115.0,39.0,12.38,completed,2025-12-18 11:31:20,True
1239,1508.0,107.0,39.13,completed,2025-11-23 04:15:05,False
1240,1409.0,200.0,19.71,completed,2025-11-10 10:05:48,False
1241,1217.0,162.0,44.78,completed,2025-07-02 18:18:20,False
1242,1277.0,37.0,14.61,refunded,2025-04-24 10:10:36,False
1243,1814.0,169.0,53.78,completed,2025-04-21 14:13:18,False
1244,1679.0,97.0,26.93,completed,2025-07-19 12:23:16,False
1245,1268.0,49.0,20.21,completed,2025-04-09 17:32:08,False
1246,1748.0,128.0,29.08,completed,2025-08-05 23:50:44,False
1247,707.0,10.0,95.16,completed,2025-04-22 02:39:12,False
1248,270.0,40.0,27.78,completed,2025-04-14 09:24:42,False
1249,841.0,146.0,37.64,completed,2025-08-06 17:32:11,False
1250,1043.0,153.0,32.2,completed,2025-11-01 11:50:46,False
1251,1064.0,106.0,32.31,completed,2025-12-10 09:09:58,False
1252,1634.0,41.0,79.39,completed,2025-04-01 19:00:51,False
1253,516.0,164.0,58.32,completed,2025-03-25 15:28:02,False
1254,1057.0,2.0,10.09,completed,2025-07-08 19:04:00,False
1255,1835.0,211.0,46.48,completed,2025-12-22 16:31:02,True
1256,1701.0,202.0,108.83,completed,2025-10-03 19:45:29,False
1257,450.0,177.0,24.87,completed,2025-10-05 08:34:24,False
1258,1563.0,195.0,59.37,completed,2025-12-05 15:57:04,False
